car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,price_usd,co2_emissions_g_km,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
238,7 Series,2024,5,393,petrol,automatic,AWD,0,12.7,114752,287,4,5,sedan,red,0,no,full,Spain
239,3 Series,2007,1.8,136,hybrid,automatic,RWD,285739,4.6,6274,103,4,5,sedan,black,2,yes,partial,Netherlands
240,1 Series,2016,1.8,158,petrol,automatic,RWD,85767,7.1,17154,163,3,4,hatchback,silver,1,yes,full,Turkey
241,3 Series,2018,3.5,284,diesel,automatic,RWD,83334,8.6,32138,188,4,5,sedan,red,2,no,partial,Turkey
242,Z4,2005,2.2,227,petrol,manual,RWD,219695,8.3,22583,195,2,2,convertible,black,2,yes,none,Netherlands
243,X7,2020,3.6,349,hybrid,automatic,AWD,71810,6.1,106813,125,5,5,suv,black,0,no,partial,Italy
244,X3,2009,2.2,201,petrol,automatic,AWD,201348,8.6,30152,197,5,5,suv,black,2,no,partial,France
245,X1,2021,2.5,284,diesel,automatic,AWD,55771,7.9,50227,171,5,5,suv,silver,1,no,full,Germany
246,X7,2023,4.2,373,hybrid,automatic,AWD,15409,6.6,123725,149,5,5,suv,black,0,no,partial,France
247,Z4,2007,2,208,petrol,automatic,RWD,300000,7.4,23307,153,2,2,convertible,grey,4,no,partial,France
248,i3,2020,0,160,electric,automatic,RWD,56810,0,54678,0,5,4,hatchback,blue,1,no,full,Netherlands
249,3 Series,2016,1.8,180,petrol,manual,RWD,85757,8.5,31980,191,4,5,sedan,red,1,no,full,UK
250,3 Series,2021,2.7,225,petrol,automatic,RWD,20148,8.3,38093,194,4,5,sedan,blue,0,no,partial,Italy
251,X3,2023,3.3,300,diesel,automatic,RWD,28447,7.2,69124,161,5,5,suv,black,1,,full,UK
252,3 Series,2019,2.3,169,petrol,automatic,RWD,77585,,30224,190,4,5,sedan,white,2,no,partial,USA
253,5 Series,2023,2.3,260,hybrid,automatic,AWD,8817,4.9,60258,111,4,5,sedan,red,1,no,full,UK
254,X7,2016,3.6,296,diesel,automatic,AWD,194598,8.8,67640,190,5,5,suv,silver,4,yes,partial,Turkey
255,X1,2012,2.3,158,petrol,automatic,FWD,167184,7.4,22111,180,5,5,suv,white,4,yes,full,France
256,3 Series,2013,2.5,203,petrol,automatic,RWD,162693,7.9,26913,162,4,5,sedan,black,3,no,full,France
257,3 Series,2009,2.2,240,hybrid,manual,AWD,181319,5,18846,113,4,5,sedan,red,4,no,partial,Netherlands
258,5 Series,2020,3.2,226,hybrid,automatic,RWD,74054,6.4,49463,148,4,5,sedan,black,2,no,full,Italy
259,1 Series,2020,1.5,214,petrol,automatic,RWD,39425,7.5,27568,170,5,5,hatchback,black,1,no,full,Turkey
260,X3,2013,2.2,299,petrol,automatic,AWD,128133,7.9,39058,190,5,5,suv,white,2,no,partial,Turkey
261,i3,2020,0,181,electric,automatic,RWD,68786,0,50664,0,5,4,hatchback,blue,1,no,partial,Netherlands
262,i3,2024,0,186,electric,automatic,RWD,0,0,59212,0,5,4,hatchback,,0,no,partial,USA
263,3 Series,2018,2.4,231,hybrid,automatic,AWD,82223,4.5,31553,89,4,5,sedan,black,1,no,full,Turkey
264,5 Series,2020,2.5,183,petrol,automatic,RWD,64256,,50762,177,4,5,sedan,grey,2,no,full,Netherlands
265,7 Series,2023,4.8,367,diesel,automatic,AWD,3689,10.4,99168,245,4,5,sedan,black,0,no,partial,Turkey
266,1 Series,2013,2.5,239,diesel,manual,RWD,202137,7.2,11060,173,3,5,hatchback,white,3,no,none,Turkey
267,Z4,2015,,254,petrol,automatic,RWD,128655,9.1,46846,214,2,2,convertible,white,,yes,full,Netherlands
268,3 Series,2019,3.3,303,petrol,automatic,AWD,92238,9.7,44311,218,4,5,sedan,silver,1,no,full,UK
269,7 Series,2014,3.7,221,diesel,automatic,AWD,137652,8.8,63997,184,4,4,sedan,silver,1,,partial,USA
270,X3,2023,2.3,232,hybrid,automatic,RWD,0,4.6,54744,97,5,5,suv,white,1,yes,partial,UK
271,5 Series,2020,3.4,333,diesel,automatic,AWD,53680,8.5,67269,179,4,5,sedan,black,0,no,full,Spain
272,i3,2019,0,200,electric,automatic,RWD,107245,0,49507,0,5,4,hatchback,blue,1,no,full,Netherlands
273,X1,2022,,199,petrol,automatic,FWD,15650,7.5,52220,151,5,5,suv,white,1,no,full,USA
274,7 Series,2005,4,368,petrol,automatic,RWD,221366,10.9,43214,246,4,4,sedan,white,3,yes,partial,Spain
275,X3,2021,3.2,294,petrol,automatic,RWD,14142,9.1,71189,200,5,5,suv,white,1,no,full,Germany
276,3 Series,2021,3.1,277,petrol,manual,RWD,55405,9.3,36784,204,4,5,sedan,white,2,no,full,Turkey
277,7 Series,2019,3.5,367,diesel,automatic,RWD,63319,9.1,81802,191,4,5,sedan,white,2,yes,partial,Spain
278,3 Series,2020,3.5,369,hybrid,automatic,RWD,68926,6.5,40926,135,4,5,sedan,black,1,no,partial,Spain
279,X3,2023,2.2,234,diesel,automatic,RWD,12796,6.8,61717,160,5,5,suv,white,1,no,full,USA
280,5 Series,2023,2.8,210,diesel,automatic,RWD,16640,7.3,57871,160,4,5,sedan,silver,1,no,full,Spain
281,Z4,2007,2.6,293,petrol,automatic,RWD,300000,8.6,27487,187,2,2,convertible,silver,2,no,full,USA
282,3 Series,2015,,200,hybrid,automatic,AWD,88345,4.9,30627,116,4,5,sedan,black,2,no,full,USA
283,3 Series,2022,3.3,283,petrol,automatic,AWD,42097,9.2,40869,203,4,5,sedan,,2,yes,full,UK
284,3 Series,2010,2.3,239,hybrid,manual,RWD,179161,4.8,23324,103,4,5,sedan,white,4,no,partial,Netherlands
285,3 Series,2013,2.6,264,diesel,automatic,AWD,62776,7.4,22152,164,4,5,sedan,silver,3,yes,partial,Turkey
286,X1,2019,2.4,167,petrol,automatic,FWD,77219,8.8,29057,191,5,5,suv,white,2,no,none,Italy
287,7 Series,2018,3.2,303,petrol,automatic,AWD,75038,8.7,95023,198,4,4,sedan,black,1,no,full,USA
288,X1,2013,1.8,157,hybrid,automatic,AWD,88290,5.2,22482,115,5,5,suv,white,4,yes,partial,Italy
289,X7,2016,3.4,310,hybrid,automatic,AWD,96626,6.4,80281,116,5,5,suv,silver,2,no,partial,Turkey
290,X3,2022,2.2,228,petrol,automatic,RWD,26545,8.6,49745,175,5,5,suv,blue,2,yes,partial,USA
291,5 Series,2016,3.3,306,diesel,automatic,AWD,42918,8.5,45924,180,4,5,sedan,white,1,yes,full,Germany
292,3 Series,2022,2.7,222,hybrid,automatic,AWD,13874,5.2,39494,91,4,5,sedan,red,1,no,full,Turkey
293,X3,2016,2.5,177,diesel,automatic,RWD,110307,7.3,32922,144,5,5,suv,white,3,yes,full,Turkey
294,3 Series,2006,1.6,171,petrol,automatic,RWD,276315,6.7,8561,155,4,5,sedan,red,2,no,none,UK
295,Z4,2024,2.4,271,petrol,automatic,RWD,4985,8.6,71723,197,2,2,convertible,black,0,no,full,Italy
296,7 Series,2012,4.8,413,petrol,automatic,AWD,107614,12.2,68350,266,4,4,sedan,black,3,yes,full,Germany
297,3 Series,2012,3.3,312,hybrid,automatic,AWD,190115,6.6,22407,150,4,5,sedan,silver,2,yes,full,Turkey
298,3 Series,2022,2.5,244,petrol,automatic,RWD,30264,7.8,43818,167,4,5,sedan,white,0,no,full,Netherlands
299,5 Series,2023,3.2,257,petrol,automatic,AWD,0,10.4,63321,228,4,5,sedan,blue,0,no,full,Italy
300,3 Series,2009,3.1,245,hybrid,manual,AWD,162982,6.5,22290,150,4,5,sedan,blue,3,no,full,Italy
301,X5,2014,3.9,438,petrol,automatic,AWD,104272,11.2,69686,246,5,5,suv,silver,1,no,full,Germany
302,X3,2023,2.2,223,diesel,automatic,RWD,1618,6.3,69631,124,5,5,suv,blue,0,no,full,France
303,5 Series,2014,2.1,249,diesel,automatic,AWD,188177,5.9,39663,142,4,5,sedan,silver,1,no,partial,Italy
304,X3,2016,3.2,276,diesel,automatic,RWD,92257,7.8,53666,170,5,5,suv,,2,no,partial,Germany
305,X3,2020,2.4,278,petrol,automatic,RWD,96032,7.8,59299,176,5,5,suv,black,1,no,,USA
306,5 Series,2024,3,244,petrol,automatic,RWD,13300,8.9,65133,201,4,5,sedan,silver,0,no,full,Germany
307,X7,2013,4.1,314,diesel,automatic,AWD,138230,10.1,80622,227,5,5,suv,grey,2,no,full,Turkey
308,i4,2022,0,419,electric,automatic,RWD,58869,0,79564,0,4,5,coupe,white,1,no,full,UK
309,X7,2022,4,272,petrol,automatic,AWD,40616,9.7,116970,208,5,5,suv,white,0,no,full,Turkey
310,3 Series,2007,2.9,226,petrol,manual,AWD,292672,9.1,7481,202,4,5,sedan,white,2,no,full,Spain
311,3 Series,2016,3.5,298,diesel,manual,AWD,128018,8.5,32083,183,4,5,sedan,red,1,no,partial,Italy
312,3 Series,2024,2.2,225,petrol,automatic,AWD,10768,8.1,43991,175,4,5,sedan,white,1,no,full,USA
313,i7,2010,0,386,electric,automatic,AWD,294006,0,100190,0,4,4,sedan,black,3,no,full,Netherlands
314,5 Series,2022,3.2,310,hybrid,automatic,RWD,32879,6.3,69759,124,4,5,sedan,black,2,no,full,Netherlands
315,X3,2020,2.4,186,petrol,automatic,RWD,62579,8.2,60087,180,5,5,suv,white,1,no,full,UK
316,3 Series,2020,1.9,172,hybrid,automatic,RWD,68637,4.1,32661,97,4,5,sedan,black,2,no,partial,USA
317,X5,2021,3.8,346,diesel,automatic,AWD,35238,9.3,82941,213,5,5,suv,silver,0,no,full,Turkey
318,X1,2007,2.4,245,petrol,automatic,AWD,228665,7.9,18548,166,5,5,suv,blue,2,no,full,Turkey
319,X3,2007,2.7,224,diesel,automatic,AWD,72387,7.2,27855,165,5,5,suv,blue,2,yes,partial,Spain
320,X3,2012,2.1,164,petrol,,AWD,194348,8.1,34843,178,5,5,suv,silver,2,no,full,Turkey
321,5 Series,2013,2.5,207,diesel,automatic,AWD,140141,7.4,35842,165,4,5,sedan,silver,2,yes,partial,Netherlands
322,X3,2023,2.8,261,hybrid,automatic,RWD,23897,5.1,59130,112,5,5,suv,white,1,no,full,Spain
323,X5,2023,3.8,343,diesel,automatic,AWD,0,9.7,78668,236,5,5,suv,grey,1,yes,partial,Germany
324,i3,2022,0,196,electric,automatic,RWD,39132,0,54444,0,5,4,hatchback,silver,2,no,full,Germany
325,X5,2007,4.2,319,petrol,automatic,AWD,262075,11.4,36996,254,5,5,suv,white,3,no,partial,Germany
326,X3,2023,3.1,269,petrol,automatic,RWD,18209,9.6,59012,219,5,5,suv,black,1,no,partial,USA
327,X3,2009,2.7,190,petrol,automatic,RWD,300000,6.3,19100,145,5,5,suv,white,4,yes,partial,Germany
328,3 Series,2006,2.6,177,hybrid,manual,AWD,300000,4.5,8389,85,4,5,sedan,black,4,no,partial,Netherlands
329,3 Series,2021,2.8,262,hybrid,automatic,AWD,44865,5.8,39701,127,4,5,sedan,silver,1,no,full,Spain
330,1 Series,2020,2.3,229,diesel,automatic,FWD,73178,6.8,28729,142,3,5,hatchback,,0,no,full,France
331,5 Series,2014,3.6,298,hybrid,automatic,RWD,63542,6.6,41943,151,4,5,sedan,white,1,yes,partial,Germany
332,3 Series,2022,3.2,276,hybrid,automatic,AWD,38273,6,49338,133,4,5,sedan,silver,1,no,full,UK
333,X5,2009,3.3,292,diesel,automatic,AWD,180009,8.5,39682,193,5,5,suv,white,4,yes,partial,Turkey
334,X1,2006,1.8,200,petrol,automatic,AWD,300000,7.1,11122,158,5,5,suv,red,2,no,full,Netherlands
335,1 Series,2009,2.2,210,hybrid,automatic,FWD,263844,5.3,3243,139,5,5,hatchback,black,3,no,partial,Turkey
336,X5,2013,3.8,301,hybrid,automatic,AWD,246569,,50362,137,5,5,suv,grey,2,yes,,Germany
337,X7,2020,3.8,315,petrol,automatic,AWD,41670,10.3,117556,222,5,5,suv,silver,1,no,full,USA
338,X1,2007,2.2,167,diesel,automatic,AWD,216688,7,12859,163,5,5,suv,black,4,yes,partial,Germany
339,i7,2024,0,401,electric,automatic,RWD,0,0,181312,0,4,5,sedan,silver,0,no,partial,Italy
340,X1,2008,2.2,185,diesel,automatic,FWD,295876,7.3,11070,172,5,5,suv,red,4,yes,full,Turkey
341,X3,2023,3.3,297,diesel,automatic,AWD,28145,8.3,71978,171,5,5,suv,black,0,no,full,Spain
342,X7,2023,3.2,353,hybrid,automatic,AWD,16219,6.3,117504,154,5,5,suv,black,0,no,partial,France
343,1 Series,2022,3,251,hybrid,automatic,FWD,42586,5.7,28907,118,3,4,hatchback,red,1,yes,full,Italy
344,X3,2015,2.6,302,petrol,automatic,RWD,230324,8.2,34462,172,5,5,suv,black,4,yes,full,Germany
345,1 Series,2023,1.8,195,petrol,automatic,FWD,16282,6,30762,143,3,5,hatchback,blue,0,no,full,UK
346,X1,2019,,234,diesel,automatic,FWD,57311,6.6,38540,133,5,5,suv,grey,1,no,partial,Italy
347,X5,2015,3.2,330,petrol,automatic,AWD,130410,9.4,64703,202,5,5,suv,white,1,no,full,Turkey
348,X5,2012,3.5,231,petrol,automatic,AWD,232717,9.6,45772,203,5,5,suv,black,2,yes,partial,UK
349,X5,2022,4,290,diesel,automatic,AWD,33235,8.4,94544,191,5,5,suv,black,0,no,full,Germany
350,X3,2016,2.5,256,diesel,automatic,AWD,139019,7,44512,162,5,5,suv,grey,3,no,full,Turkey
351,X3,2011,3.1,275,petrol,automatic,AWD,100215,9.8,34089,215,5,5,suv,black,3,yes,,France
352,X1,2018,1.7,160,hybrid,automatic,AWD,96899,4.2,33205,85,5,5,suv,black,3,,partial,Spain
353,3 Series,2016,2,228,diesel,manual,RWD,91749,7.6,31525,159,4,5,sedan,white,2,no,full,Turkey
354,X3,2022,2.8,264,hybrid,automatic,RWD,20758,5.7,61254,135,5,5,suv,grey,2,no,full,USA
355,i3,2023,0,173,electric,automatic,RWD,41667,0,60024,0,5,4,hatchback,black,,no,full,France
356,1 Series,2016,1.8,219,hybrid,manual,RWD,77119,4.7,18142,115,3,4,hatchback,black,2,yes,partial,Netherlands
357,i3,2021,0,222,electric,automatic,RWD,73341,,54227,0,5,4,hatchback,black,1,no,full,Netherlands
358,X5,2008,4,402,petrol,automatic,AWD,300000,10.7,42341,226,5,5,suv,grey,2,no,partial,Germany
359,5 Series,2023,2.3,158,diesel,automatic,RWD,30126,6.9,62578,145,4,5,sedan,white,0,no,full,USA
360,Z4,2023,2.9,323,petrol,automatic,RWD,11905,9.7,70585,201,2,2,convertible,white,0,no,partial,Germany
361,i4,2017,0,459,electric,automatic,AWD,80553,0,76135,0,4,5,coupe,silver,1,no,full,Spain
362,1 Series,2024,2.6,249,diesel,automatic,RWD,0,7.8,29945,165,3,4,hatchback,silver,1,no,partial,Netherlands
363,3 Series,2019,1.9,256,hybrid,automatic,RWD,67599,4.2,37088,83,4,5,sedan,black,1,yes,full,USA
364,3 Series,2005,3,295,petrol,automatic,AWD,300000,9.3,13853,195,4,5,sedan,white,3,no,partial,USA
365,X1,2009,1.9,140,hybrid,automatic,FWD,298457,4.4,9050,96,5,5,suv,white,5,no,partial,Spain
366,X5,2017,4,343,hybrid,,AWD,71422,7.2,69956,159,5,5,suv,silver,3,no,partial,Netherlands
367,5 Series,2018,4.1,420,diesel,automatic,AWD,95830,8.9,60127,201,4,5,sedan,black,1,no,full,Netherlands
368,Z4,2021,3,261,petrol,automatic,RWD,40350,9.4,68168,230,2,2,convertible,black,1,no,full,UK
369,X3,2023,2.5,279,hybrid,automatic,AWD,3774,5.5,65535,114,5,5,suv,silver,0,no,full,Turkey
370,X5,2020,3.4,326,hybrid,automatic,AWD,86978,5.8,73657,137,5,5,suv,grey,1,yes,full,USA
371,1 Series,2016,1.7,163,diesel,automatic,RWD,103869,6.5,14564,146,5,4,hatchback,red,1,no,partial,Turkey
372,3 Series,2015,3.2,297,petrol,automatic,RWD,167099,9,28594,204,4,5,sedan,,2,no,partial,France
373,X3,2016,2.7,252,petrol,automatic,AWD,80139,8,48911,167,5,5,suv,blue,,no,full,Italy
374,X5,2016,4.1,390,petrol,automatic,AWD,99703,11.1,56490,242,5,5,suv,black,1,yes,partial,Germany
375,X5,2012,3.7,379,petrol,automatic,AWD,267485,10.2,53542,238,5,5,suv,black,3,no,full,USA
376,X3,2011,3,260,petrol,automatic,AWD,184731,9.6,41149,213,5,5,suv,black,4,no,full,Germany
377,X3,2008,2,192,petrol,automatic,RWD,188257,8.8,24445,200,5,5,suv,silver,3,yes,,Netherlands
378,3 Series,2023,2.1,237,hybrid,automatic,AWD,38017,5.8,45871,134,4,5,sedan,white,0,no,full,France
379,X3,2023,3.2,244,diesel,automatic,AWD,15999,8.2,46875,190,5,5,suv,white,0,yes,partial,Turkey
380,X5,2018,3.3,346,hybrid,automatic,AWD,67779,5.7,78809,115,5,5,suv,black,2,no,full,USA
381,X7,2021,4.2,354,petrol,automatic,AWD,27244,10.9,124891,234,5,5,suv,black,1,no,full,UK
382,Z4,2022,2.1,172,petrol,automatic,RWD,11748,7.5,59004,176,2,2,convertible,silver,1,yes,full,UK
383,7 Series,2020,3.5,300,petrol,automatic,RWD,63551,10.1,85946,216,4,4,sedan,white,1,yes,full,Turkey
384,X7,2017,3.5,327,diesel,automatic,AWD,120659,8,103564,175,5,5,suv,white,2,no,full,Netherlands
385,1 Series,2020,2.2,193,petrol,automatic,FWD,57420,8.3,24703,176,3,5,hatchback,silver,1,no,full,Turkey
386,Z4,2021,2.5,261,petrol,automatic,RWD,61103,8.5,71954,182,2,2,convertible,white,0,no,full,USA
387,X3,2024,2.1,255,petrol,automatic,RWD,0,8.7,70236,175,5,5,suv,,0,no,,Netherlands
388,i7,2023,0,516,electric,automatic,RWD,0,0,206875,0,4,4,sedan,silver,0,no,full,UK
389,7 Series,2009,3.5,267,petrol,automatic,RWD,300000,9.7,52374,217,4,4,sedan,white,3,yes,partial,Germany
390,X1,2016,1.7,179,petrol,,FWD,98228,7.8,30806,185,5,5,suv,black,2,no,partial,Spain
391,X3,2019,2.5,215,hybrid,automatic,AWD,57537,5.5,55070,119,5,5,suv,silver,4,no,full,USA
392,X5,2022,3.5,257,hybrid,automatic,AWD,33920,6.6,77949,150,5,5,suv,silver,1,no,full,Turkey
393,3 Series,2012,2.2,172,diesel,manual,AWD,274122,6.6,14101,142,4,5,sedan,blue,5,no,full,Netherlands
394,5 Series,2021,3.7,357,petrol,automatic,AWD,28906,11.2,61088,257,4,5,sedan,silver,1,no,full,Spain
395,3 Series,2018,,161,diesel,automatic,RWD,99513,6.1,29824,138,4,5,sedan,white,,no,partial,Netherlands
396,i4,2024,0,309,electric,automatic,RWD,0,0,93786,0,4,5,coupe,silver,0,no,full,Italy
397,X7,2021,3.5,346,petrol,automatic,AWD,0,9.9,126455,205,5,5,suv,silver,2,no,partial,Germany
398,1 Series,2021,1.9,219,petrol,automatic,FWD,49946,6.3,28069,111,3,5,hatchback,white,0,no,full,UK
399,3 Series,2011,1.9,193,diesel,manual,RWD,286382,6.3,10726,143,4,5,sedan,black,2,yes,,Turkey
400,i7,2012,0,391,electric,automatic,RWD,153745,0,96823,0,4,4,sedan,red,2,no,partial,France
401,5 Series,2022,4.3,313,hybrid,automatic,AWD,37364,6.6,57085,146,4,5,sedan,blue,1,no,none,France
402,3 Series,2019,3,351,petrol,automatic,RWD,116071,8.6,39458,182,4,5,sedan,blue,2,no,full,USA
403,3 Series,2018,2.1,181,hybrid,automatic,RWD,61917,4.8,33173,107,4,5,sedan,silver,2,no,partial,Italy
404,5 Series,2005,4.3,429,hybrid,automatic,RWD,300000,7.7,27187,186,4,5,sedan,white,3,no,full,UK
405,3 Series,2021,2.4,279,hybrid,automatic,RWD,49597,6,46296,142,4,5,sedan,blue,1,no,full,Germany
406,Z4,2024,2.2,198,petrol,automatic,RWD,0,8.3,70469,173,2,2,convertible,grey,0,no,full,Spain
407,X5,2020,3,286,hybrid,automatic,AWD,23019,5.4,80101,117,5,5,suv,white,1,no,full,UK
408,X3,2018,2.8,308,diesel,automatic,RWD,93496,7.8,52005,173,5,5,suv,blue,2,no,full,Turkey
409,1 Series,2010,2.4,231,petrol,automatic,FWD,235223,9,10579,186,5,5,hatchback,black,2,yes,partial,UK
410,5 Series,2011,2.7,318,hybrid,automatic,AWD,226044,6.4,32780,136,4,5,sedan,white,4,no,partial,Turkey
411,i7,2023,0,507,electric,automatic,RWD,27540,0,181462,0,4,5,sedan,white,1,no,full,Italy
412,Z4,2022,2.5,232,petrol,automatic,RWD,16139,9,65255,198,2,2,convertible,grey,1,no,partial,UK
413,X3,2019,3.1,297,petrol,automatic,RWD,69157,9.7,56022,217,5,5,suv,blue,1,no,full,Germany
414,X3,2024,2.1,228,diesel,automatic,AWD,0,6.9,66007,151,5,5,suv,white,0,no,full,Netherlands
415,7 Series,2019,0,366,electric,automatic,AWD,154163,0,99970,0,4,4,sedan,white,1,yes,full,France
416,5 Series,2016,2.5,240,diesel,automatic,RWD,153161,7.4,47877,164,4,5,sedan,white,,no,full,UK
417,X1,2014,1.8,183,hybrid,automatic,FWD,128725,5,33003,122,5,5,suv,white,2,no,full,Germany
418,X7,2011,3.1,245,petrol,automatic,AWD,155157,8.7,71557,201,5,5,suv,red,3,no,partial,Spain
419,5 Series,2015,4.3,332,petrol,automatic,AWD,157654,11.1,43446,241,4,5,sedan,,1,yes,full,Germany
420,5 Series,2024,3.3,289,petrol,automatic,AWD,0,9.3,70137,206,4,5,sedan,grey,0,no,full,Netherlands
421,X7,2011,4.2,418,hybrid,automatic,AWD,191239,6.6,61041,149,5,5,suv,white,4,yes,none,Italy
422,X5,2009,3,259,petrol,automatic,AWD,300000,10,39959,211,5,5,suv,red,4,no,full,Spain
423,X1,2012,1.8,206,petrol,automatic,FWD,106629,7,26339,149,5,5,suv,black,4,no,partial,Italy
424,3 Series,2010,2.7,228,hybrid,automatic,AWD,154072,5.5,24071,113,4,5,sedan,black,3,no,partial,UK
425,5 Series,2005,2.4,239,hybrid,automatic,RWD,219186,4.8,17083,120,4,5,sedan,white,4,yes,partial,Turkey
426,X5,2024,3.9,379,hybrid,automatic,AWD,8075,6.5,94101,134,5,5,suv,blue,0,no,full,Netherlands
427,X1,2010,1.7,202,petrol,automatic,FWD,198240,7.8,19660,155,5,5,suv,black,3,yes,full,Spain
428,i4,2015,0,311,electric,automatic,AWD,88676,0,49240,0,4,5,coupe,white,,yes,full,Spain
429,X3,2023,,180,petrol,automatic,AWD,5367,7.7,66807,153,5,5,suv,white,0,no,full,Netherlands
430,i4,2007,0,228,electric,automatic,RWD,159177,0,32628,0,4,5,coupe,black,2,yes,full,Germany
431,5 Series,2010,3.5,273,diesel,automatic,AWD,300000,7.6,22350,162,4,5,sedan,silver,5,yes,partial,Italy
432,X3,2023,3.5,313,diesel,automatic,RWD,19876,8.7,71567,178,5,5,suv,silver,0,no,partial,Germany
433,5 Series,2021,2.3,195,diesel,automatic,RWD,50504,6.7,54323,152,4,5,sedan,red,1,no,partial,Spain
434,X3,2015,2,212,diesel,automatic,RWD,103989,,43566,148,5,5,suv,white,1,no,partial,UK
435,X5,2022,3.2,262,hybrid,automatic,AWD,39015,6,81438,123,5,5,suv,black,1,no,full,Netherlands
436,i4,2015,0,417,electric,automatic,RWD,112305,0,64462,0,4,5,coupe,grey,4,no,partial,Italy
437,X1,2020,1.9,191,diesel,automatic,FWD,55431,5.6,33966,116,5,5,suv,white,2,yes,full,Turkey
438,X1,2010,2,145,petrol,automatic,FWD,242870,7.4,15709,176,5,5,suv,black,2,no,partial,Spain
439,1 Series,2015,2.1,161,hybrid,manual,FWD,90770,4.6,18707,96,3,4,hatchback,black,,no,partial,Germany
440,X7,2023,4.1,401,diesel,automatic,AWD,17545,9.7,110252,208,5,5,suv,red,0,no,partial,Turkey
441,X1,2014,2.4,228,diesel,automatic,AWD,145130,7.7,30800,169,5,5,suv,grey,2,yes,full,UK
442,3 Series,2023,2.9,267,diesel,automatic,RWD,0,7.8,48762,162,4,5,sedan,silver,1,no,full,UK
443,X5,2012,4.2,351,hybrid,automatic,AWD,172283,6.7,51541,133,5,5,suv,white,2,no,partial,Spain
444,X5,2012,3.8,267,diesel,automatic,AWD,166140,9.3,53529,188,5,5,suv,silver,3,yes,full,Italy
445,3 Series,2024,2.9,279,hybrid,automatic,RWD,0,4.9,47114,81,4,5,sedan,white,1,no,full,Italy
446,5 Series,2011,,261,petrol,automatic,AWD,176168,9.5,37511,203,4,5,sedan,black,2,no,partial,Netherlands
447,X1,2005,1.7,165,diesel,automatic,AWD,266840,6.1,7797,117,5,5,suv,silver,2,no,partial,Spain
448,5 Series,2020,2.9,242,petrol,automatic,RWD,75305,9.4,54208,202,4,5,sedan,grey,0,no,full,Netherlands
449,5 Series,2019,4.3,336,diesel,automatic,AWD,64640,10,49106,219,4,5,sedan,white,,yes,,Turkey
450,1 Series,2024,2.5,230,petrol,automatic,RWD,18081,8,33073,186,5,4,hatchback,black,0,no,,Netherlands
451,3 Series,2011,2.8,232,petrol,automatic,RWD,75973,9.1,23459,198,4,5,sedan,white,5,no,partial,Italy
452,5 Series,2012,4.3,370,diesel,automatic,RWD,191515,9.4,35874,205,4,5,sedan,blue,3,no,full,France
453,X5,2023,4.2,429,petrol,automatic,AWD,21173,11,99633,239,5,5,suv,grey,1,no,full,Netherlands
454,i4,2008,0,270,electric,automatic,AWD,292127,0,22209,0,4,5,coupe,black,3,yes,none,Turkey
455,X5,2018,4.1,325,diesel,automatic,AWD,31785,8.8,74561,198,5,5,suv,white,1,no,partial,USA
456,i4,2016,0,506,electric,automatic,AWD,199783,0,59864,,4,5,coupe,blue,4,no,partial,Spain
457,7 Series,2017,3.2,319,diesel,automatic,AWD,99488,8.5,92100,193,4,4,sedan,black,3,no,full,France
458,i4,2019,0,258,electric,,AWD,52149,0,67192,0,4,5,coupe,red,2,no,full,Spain
459,i7,2016,0,517,electric,automatic,RWD,99849,0,99994,0,4,5,sedan,white,1,no,none,Turkey
460,X3,2009,3.4,277,diesel,automatic,AWD,300000,7.8,18095,179,5,5,suv,black,5,yes,none,France
461,3 Series,2021,3,291,petrol,manual,AWD,8988,9.1,46617,194,4,5,sedan,black,2,no,full,UK
462,X5,2015,4,401,hybrid,automatic,AWD,93577,7.1,68590,150,5,5,suv,silver,2,no,partial,Italy
463,X1,2006,1.8,207,diesel,automatic,AWD,268452,6.9,12057,139,5,5,suv,silver,3,yes,partial,Turkey
464,X3,2024,3.3,253,petrol,automatic,AWD,0,9.9,73935,210,5,5,suv,black,0,no,full,USA
465,X5,2019,3.1,284,petrol,automatic,AWD,64927,9.6,76431,213,5,5,suv,black,3,no,full,Italy
466,X3,2022,3.3,245,petrol,automatic,AWD,36814,9.8,44963,227,5,5,suv,white,1,yes,none,Netherlands
467,5 Series,2019,4.3,331,petrol,automatic,RWD,102018,11.9,55036,255,4,5,sedan,red,2,no,partial,Turkey
468,5 Series,2009,2.4,247,hybrid,,AWD,248883,4.5,22175,98,4,5,sedan,silver,5,yes,none,UK
